{'opt': 'adam', 'truncate': -1, 'feat': 'basic', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 400, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  85
# of lbls:  17
(1079622, 85) (272309, 85)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 428358.633620 Error: 0.201629 Time: 90.748480 seconds
Dev Err: 0.211440 Time: 6.398328 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
l-LOC	0	0	0	34	0	0	1	0	132	0	4	723	197	213	0	0	0
l-MISC	0	0	0	27	0	0	3	0	35	120	16	731	475	101	0	1	1
l-ORG	0	0	0	68	0	0	12	0	68	3	259	1388	583	238	0	60	0
l-PER	0	0	0	266	0	0	0	25	116	0	10	6781	386	613	0	59	15
o	4	4	11	1940	3	1	17	203	18	1	3	2421	209070	2431	4	48	38
u-LOC	15	0	19	801	0	0	0	3	5	2	0	638	2840	6167	60	50	128
u-MISC	0	9	5	420	0	0	0	1	1	0	0	371	2343	1154	50	7	85
u-ORG	2	0	51	737	0	0	1	4	4	0	18	509	2203	726	8	1718	172
u-PER	0	0	0	328	0	0	0	1	1	0	0	615	1827	778	13	94	371
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	5	0	1	112	0	0	0	0	0	0	0	8	47	66	0	0	0
B-MISC	1	20	5	119	0	0	0	0	0	0	0	12	90	27	4	0	1
B-ORG	1	0	35	228	0	0	0	0	0	0	0	12	102	50	0	15	2
B-PER	1	0	1	930	0	0	0	0	0	0	0	51	85	155	1	1	0
I-LOC	0	0	0	2	0	0	0	0	0	0	0	16	8	0	0	0	0
I-MISC	0	0	0	14	0	0	0	0	3	0	0	59	35	3	0	1	0
I-ORG	1	0	0	45	0	0	16	6	6	0	1	123	79	15	0	7	0
I-PER	0	0	0	9	0	0	0	0	1	0	0	34	18	11	0	0	0
L-LOC	0	0	0	6	0	0	0	0	33	0	1	139	25	35	0	0	0
L-MISC	0	0	0	6	0	0	0	0	6	16	3	138	87	23	0	0	0
L-ORG	0	0	0	5	0	0	0	0	12	0	51	241	81	45	0	10	0
L-PER	0	0	0	24	0	0	0	0	21	0	2	1042	30	92	0	12	2
O	1	0	3	417	0	0	1	1	2	0	0	492	41241	582	1	10	8
U-LOC	0	0	1	108	0	0	0	0	0	0	0	91	366	995	4	7	21
U-MISC	0	2	1	65	0	0	0	0	0	0	0	48	313	187	6	1	14
U-ORG	0	0	4	112	0	0	0	0	1	0	0	63	268	143	1	265	23
U-PER	0	0	0	39	0	0	0	0	0	0	0	85	274	122	2	15	67
f1:  (87.07215451111718, 41.703869047619044, 37.98712300914944, 39.758822486256435)
...training the model
Epoch: 1 Loss: 0.622054 Error: 0.157333 Time: 93.629028 seconds
Dev Err: 0.135871 Time: 6.400572 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	87	0	41	273	0	0	4	0	0	0	0	23	515	170	9	0	1
b-MISC	9	122	62	384	0	0	0	0	0	0	0	44	823	79	50	0	21
b-ORG	23	0	323	851	0	0	12	0	0	0	0	54	1071	195	29	64	0
b-PER	10	0	17	4717	0	0	3	16	4	0	0	190	1096	311	5	7	3
i-LOC	0	0	0	6	24	0	10	29	3	0	0	73	217	17	0	0	0
i-MISC	0	0	0	58	0	16	27	41	4	0	8	264	562	9	0	0	0
i-ORG	4	0	2	280	2	0	161	88	21	0	13	578	1111	45	2	14	0
i-PER	0	0	0	58	3	0	3	771	0	0	0	148	567	16	0	0	0
l-LOC	0	0	0	7	0	0	1	0	148	0	6	631	368	141	0	2	0
l-MISC	0	0	0	7	0	0	2	0	4	117	31	659	620	69	1	0	0
l-ORG	0	0	2	43	0	0	6	0	35	4	426	1137	856	130	0	33	7
l-PER	0	0	0	95	0	0	2	5	116	0	21	7065	765	130	1	66	5
o	4	0	11	663	0	0	13	58	6	0	32	921	213780	635	30	39	25
u-LOC	11	0	17	265	0	0	1	0	6	0	3	327	4683	5053	201	18	143
u-MISC	0	2	9	144	0	0	0	0	0	0	0	154	3307	508	240	4	78
u-ORG	2	0	209	281	0	0	4	0	0	0	59	206	2868	415	73	1846	190
u-PER	3	0	0	168	0	0	0	0	3	0	0	424	2435	408	61	112	414
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	26	0	8	64	0	0	0	0	0	0	0	4	97	38	2	0	0
B-MISC	3	18	19	78	0	0	0	0	0	0	0	9	126	13	10	0	3
B-ORG	7	0	78	156	0	0	0	0	0	0	0	8	155	29	0	12	0
B-PER	2	0	3	940	0	0	0	0	1	0	0	35	183	59	1	0	1
I-LOC	0	0	0	0	0	0	0	0	1	0	0	16	9	0	0	0	0
I-MISC	0	0	0	9	0	0	2	0	2	0	1	51	49	1	0	0	0
I-ORG	1	0	0	44	0	0	22	0	4	0	2	100	109	11	0	6	0
I-PER	0	0	0	9	0	0	0	0	0	0	0	33	28	3	0	0	0
L-LOC	0	0	0	1	0	0	0	0	36	0	1	126	52	23	0	0	0
L-MISC	0	0	0	1	0	0	0	0	0	16	8	120	118	15	1	0	0
L-ORG	0	0	0	4	0	0	0	0	5	0	80	198	123	26	0	6	3
L-PER	0	0	0	6	0	0	0	0	23	0	5	1086	82	12	0	10	1
O	1	0	2	143	0	0	1	0	1	0	4	187	42275	131	1	7	6
U-LOC	0	0	0	37	0	0	0	0	1	0	1	47	648	807	28	4	20
U-MISC	0	0	1	20	0	0	0	0	0	0	0	24	469	76	32	2	13
U-ORG	1	0	18	48	0	0	0	0	0	0	3	28	365	95	12	285	25
U-PER	1	0	0	17	0	0	0	0	1	0	0	60	365	58	11	17	74
f1:  (89.12230832132705, 57.98722044728435, 36.90274483226025, 45.10250569476082)
...training the model
Epoch: 1 Loss: 0.617243 Error: 0.155393 Time: 93.817413 seconds
Dev Err: 0.132563 Time: 6.414803 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	48	0	64	309	0	0	7	0	0	0	0	23	438	228	6	0	0
b-MISC	9	114	73	440	0	0	0	0	0	0	0	34	745	104	54	1	20
b-ORG	19	0	336	893	0	0	10	0	0	0	1	53	959	230	32	87	2
b-PER	30	0	12	4983	0	0	1	21	1	0	0	190	847	287	5	1	1
i-LOC	2	0	0	3	22	0	12	30	4	0	0	74	210	22	0	0	0
i-MISC	0	0	0	79	0	16	30	48	2	0	6	244	557	7	0	0	0
i-ORG	2	0	2	321	1	0	190	89	27	0	10	565	1057	42	1	14	0
i-PER	0	0	0	51	4	0	8	814	2	0	0	150	520	17	0	0	0
l-LOC	0	0	0	11	0	0	3	0	145	0	9	674	305	157	0	0	0
l-MISC	0	0	0	7	0	0	2	0	8	118	37	705	582	51	0	0	0
l-ORG	0	0	0	35	0	0	5	0	33	4	389	1292	795	104	0	22	0
l-PER	0	0	0	112	0	0	2	7	115	0	22	7259	565	161	0	16	12
o	7	10	23	734	0	0	11	65	10	2	29	1048	213513	690	30	17	28
u-LOC	17	0	31	277	0	0	0	0	10	6	4	397	3936	5768	150	10	122
u-MISC	0	0	13	122	0	0	1	0	0	0	0	207	3032	807	200	2	62
u-ORG	4	0	95	293	0	0	5	0	0	2	67	237	2693	617	55	1892	193
u-PER	0	0	0	150	0	0	0	1	7	0	0	422	2210	702	50	82	404
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	15	0	11	72	0	0	2	0	0	0	0	4	81	53	1	0	0
B-MISC	2	16	19	83	0	0	0	0	0	0	0	7	124	14	10	0	4
B-ORG	4	0	78	170	0	0	0	0	0	0	0	7	135	32	3	15	1
B-PER	3	0	2	987	0	0	0	0	0	0	0	29	148	55	1	0	0
I-LOC	0	0	0	0	0	0	0	0	1	0	0	16	9	0	0	0	0
I-MISC	0	0	0	12	0	0	5	0	0	0	0	48	49	1	0	0	0
I-ORG	0	0	0	50	0	0	26	0	7	0	0	98	103	8	0	7	0
I-PER	0	0	0	9	0	0	0	0	1	0	0	34	26	3	0	0	0
L-LOC	0	0	0	2	0	0	1	0	32	0	2	132	41	29	0	0	0
L-MISC	0	0	0	1	0	0	0	0	1	16	9	131	110	11	0	0	0
L-ORG	0	0	0	5	0	0	0	0	6	0	72	221	119	18	0	4	0
L-PER	0	0	0	8	0	0	0	0	19	0	4	1118	47	26	0	2	1
O	2	1	4	152	0	0	1	0	2	0	4	232	42226	125	3	3	4
U-LOC	0	0	2	36	0	0	0	0	2	0	1	57	510	937	26	2	20
U-MISC	0	0	2	20	0	0	0	0	0	0	0	30	418	126	31	0	10
U-ORG	2	0	8	59	0	0	0	0	0	0	2	34	342	124	6	277	26
U-PER	0	0	0	15	0	0	0	0	1	0	0	57	332	103	9	14	73
f1:  (89.37346676531288, 57.1007371007371, 39.37648254828871, 46.6105094263939)
...training the model
Epoch: 1 Loss: 0.609417 Error: 0.154402 Time: 93.830718 seconds
Dev Err: 0.133694 Time: 6.393360 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	91	0	36	447	0	0	4	0	1	0	0	35	296	206	7	0	0
b-MISC	14	128	32	585	0	0	0	1	0	0	0	67	554	140	55	0	18
b-ORG	11	0	267	1173	0	0	7	1	0	0	0	67	705	293	9	88	1
b-PER	10	0	9	5330	0	0	0	21	3	0	0	231	536	227	11	0	1
i-LOC	0	0	0	13	31	0	14	58	4	0	0	67	177	15	0	0	0
i-MISC	0	0	0	96	0	14	46	66	9	0	0	255	495	8	0	0	0
i-ORG	3	0	1	362	3	0	182	146	17	0	11	657	862	63	1	13	0
i-PER	0	0	0	83	2	0	5	903	2	0	0	121	428	19	0	3	0
l-LOC	0	0	0	25	0	0	3	0	142	0	5	757	195	177	0	0	0
l-MISC	0	0	0	17	0	0	2	0	18	130	22	798	446	77	0	0	0
l-ORG	0	0	0	41	0	0	18	0	30	4	363	1505	556	136	0	26	0
l-PER	0	0	1	108	0	0	0	19	63	0	11	7483	337	203	0	30	16
o	10	1	17	1132	1	0	25	100	16	0	34	1827	212052	882	45	40	35
u-LOC	11	0	21	324	0	0	3	2	2	6	9	716	3059	6264	152	28	131
u-MISC	0	2	3	195	0	0	1	0	0	0	0	315	2536	1183	151	4	56
u-ORG	2	0	98	364	0	0	5	4	0	1	42	383	2379	714	50	1901	210
u-PER	0	0	0	173	0	0	0	5	3	0	0	629	1831	761	47	108	471
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	28	0	7	102	0	0	1	0	0	0	0	7	48	44	2	0	0
B-MISC	3	20	6	110	0	0	0	0	0	0	0	13	90	25	10	0	2
B-ORG	2	0	60	221	0	0	0	0	0	0	0	9	93	43	1	16	0
B-PER	1	0	1	1049	0	0	0	0	1	0	0	37	92	42	2	0	0
I-LOC	0	0	0	2	0	0	0	0	1	0	0	15	7	1	0	0	0
I-MISC	0	0	0	15	0	0	6	0	3	0	0	50	40	1	0	0	0
I-ORG	1	0	0	56	0	0	23	4	3	0	1	117	72	15	0	7	0
I-PER	0	0	0	16	0	0	0	1	1	0	0	29	21	5	0	0	0
L-LOC	0	0	0	5	0	0	1	0	30	0	0	142	28	33	0	0	0
L-MISC	0	0	0	5	0	0	0	0	5	18	4	150	81	16	0	0	0
L-ORG	0	0	0	5	0	0	2	0	7	1	66	259	81	20	0	4	0
L-PER	0	0	0	6	0	0	0	0	9	0	3	1144	18	38	0	4	3
O	1	0	3	249	0	0	2	0	4	0	2	390	41922	169	7	6	4
U-LOC	0	0	1	36	0	0	0	0	0	0	1	109	368	1028	26	5	19
U-MISC	0	0	0	31	0	0	0	0	0	0	0	45	332	196	24	1	8
U-ORG	0	0	3	70	0	0	1	0	0	0	4	50	298	144	4	277	29
U-PER	0	0	0	19	0	0	0	0	0	0	0	96	272	115	7	18	77
f1:  (89.10673260387057, 53.54058721934369, 42.019654354456115, 47.085627491930886)
...training the model
Epoch: 1 Loss: 0.602870 Error: 0.153662 Time: 94.063549 seconds
Dev Err: 0.132456 Time: 6.392427 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	131	0	68	416	0	0	5	0	1	0	0	34	248	216	4	0	0
b-MISC	38	133	87	519	0	0	0	0	0	0	0	85	506	146	54	0	26
b-ORG	46	0	293	1124	0	0	8	0	0	0	0	82	626	359	13	65	6
b-PER	38	0	19	5244	0	0	0	17	1	0	0	209	503	332	8	6	2
i-LOC	0	0	0	6	36	0	12	81	5	0	0	68	164	7	0	0	0
i-MISC	0	0	1	69	2	16	39	89	10	0	0	279	470	14	0	0	0
i-ORG	3	0	0	297	4	0	184	170	20	0	4	678	861	89	0	11	0
i-PER	0	0	0	40	10	0	6	963	3	0	0	148	365	24	0	7	0
l-LOC	0	0	0	13	0	0	0	0	173	0	8	762	195	141	0	11	1
l-MISC	0	0	0	3	0	0	4	0	14	121	34	794	439	100	1	0	0
l-ORG	0	0	0	34	0	0	5	0	36	4	324	1525	522	203	0	26	0
l-PER	1	0	0	68	0	0	0	3	82	0	12	7523	319	207	0	52	4
o	44	0	22	974	1	0	19	126	14	0	27	1845	211736	1250	44	41	74
u-LOC	19	0	18	256	0	0	1	3	0	0	6	587	2641	6717	176	21	283
u-MISC	1	5	11	153	0	0	0	1	0	0	0	375	2287	1308	199	10	96
u-ORG	5	0	96	284	0	0	3	3	0	1	31	415	2229	828	43	1859	356
u-PER	0	0	0	155	0	0	0	2	2	0	0	598	1724	779	64	116	588
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	34	0	20	89	0	0	1	0	0	0	0	7	41	46	1	0	0
B-MISC	6	20	23	100	0	0	0	0	0	0	0	14	81	21	9	0	5
B-ORG	11	0	68	210	0	0	0	0	0	0	0	10	86	48	1	10	1
B-PER	4	0	3	1037	0	0	0	0	0	0	0	35	82	61	1	1	1
I-LOC	0	0	0	2	0	0	2	0	0	0	0	14	8	0	0	0	0
I-MISC	0	0	0	11	0	0	6	0	3	0	0	54	39	2	0	0	0
I-ORG	1	0	0	44	0	0	28	2	5	0	0	116	79	17	0	7	0
I-PER	0	0	0	9	0	0	1	1	1	0	0	34	22	4	0	1	0
L-LOC	0	0	0	3	0	0	0	0	39	0	1	144	27	24	0	1	0
L-MISC	0	0	0	2	0	0	1	0	3	17	8	147	80	21	0	0	0
L-ORG	0	0	0	3	0	0	0	0	4	0	61	256	74	43	0	4	0
L-PER	0	0	0	5	0	0	0	0	14	0	2	1144	17	33	0	9	1
O	10	0	4	218	0	0	3	0	2	0	2	371	41880	242	8	7	12
U-LOC	0	0	1	24	0	0	0	0	0	0	1	75	321	1090	29	5	47
U-MISC	0	1	2	23	0	0	0	0	0	0	0	56	297	213	30	1	14
U-ORG	0	0	6	49	0	0	1	0	0	0	1	56	274	152	6	285	50
U-PER	0	0	0	16	0	0	0	0	0	0	0	82	252	123	13	20	98
f1:  (89.23328530820451, 52.86036497847037, 43.68010843781769, 47.83375081176362)
...training the model
Epoch: 1 Loss: 0.605227 Error: 0.152231 Time: 93.950646 seconds
Dev Err: 0.124561 Time: 6.392702 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	123	0	118	431	0	0	10	0	0	0	0	16	230	186	9	0	0
b-MISC	49	125	162	574	0	2	2	0	0	0	0	24	507	86	50	0	13
b-ORG	55	0	497	1135	0	0	16	0	0	0	0	22	586	192	29	89	1
b-PER	69	0	46	5578	0	0	3	39	1	0	1	106	439	87	9	1	0
i-LOC	0	0	0	18	32	0	27	70	6	0	0	56	157	13	0	0	0
i-MISC	0	0	1	136	3	14	76	76	5	0	2	184	485	7	0	0	0
i-ORG	3	0	5	475	1	0	328	154	12	0	5	475	795	56	0	12	0
i-PER	0	0	0	71	3	0	7	994	1	0	0	124	347	17	0	0	2
l-LOC	0	0	0	33	0	0	11	0	173	0	23	682	228	148	6	0	0
l-MISC	1	0	1	21	0	0	10	0	13	124	41	765	458	71	5	0	0
l-ORG	0	0	0	46	0	0	5	0	17	4	426	1430	597	125	0	29	0
l-PER	0	0	0	79	0	0	3	3	24	1	13	7594	399	124	0	27	4
o	37	2	59	1104	2	0	46	103	13	1	34	1021	213023	656	64	32	20
u-LOC	42	0	67	349	0	0	1	0	19	0	5	346	3154	6304	295	27	119
u-MISC	0	0	38	237	0	0	1	0	0	0	2	186	2597	867	472	7	39
u-ORG	6	0	136	419	0	0	7	1	1	0	26	219	2300	686	80	2115	157
u-PER	0	1	1	232	0	0	0	2	1	0	1	416	2018	691	79	118	468
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	31	0	28	93	0	0	2	0	0	0	0	3	39	40	3	0	0
B-MISC	7	18	35	114	0	0	0	0	0	0	0	5	81	10	7	0	2
B-ORG	10	0	107	204	0	0	2	0	0	0	0	3	77	25	2	15	0
B-PER	12	0	10	1099	0	0	0	0	0	0	0	19	70	14	1	0	0
I-LOC	0	0	0	2	0	0	3	0	1	0	0	13	7	0	0	0	0
I-MISC	0	0	0	22	0	0	11	0	0	0	0	38	42	2	0	0	0
I-ORG	1	0	1	72	0	0	53	1	3	0	0	82	66	13	0	7	0
I-PER	0	0	0	17	0	0	0	1	1	0	0	28	22	4	0	0	0
L-LOC	0	0	0	5	0	0	2	0	37	0	6	130	31	27	1	0	0
L-MISC	0	0	1	4	0	0	1	0	2	18	7	144	86	16	0	0	0
L-ORG	0	0	0	6	0	0	0	0	3	0	84	250	81	18	0	3	0
L-PER	0	0	0	5	0	0	0	0	2	0	3	1147	39	23	0	5	1
O	10	0	11	231	0	0	8	2	2	0	5	210	42144	121	10	3	2
U-LOC	0	0	9	43	0	0	0	0	0	0	1	45	386	1042	44	5	18
U-MISC	0	0	5	34	0	0	0	0	0	0	0	29	350	137	73	2	7
U-ORG	1	0	21	74	0	0	0	0	0	0	2	27	283	126	12	317	17
U-PER	0	0	0	25	0	0	0	0	0	0	0	59	296	108	13	22	81
f1:  (90.05101047467, 55.569540591567026, 44.88309047780413, 49.657887337145006)
...training the model
Epoch: 1 Loss: 0.592246 Error: 0.150302 Time: 93.993098 seconds
Dev Err: 0.132475 Time: 6.388332 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	170	1	65	500	0	0	7	0	0	0	0	29	191	151	9	0	0
b-MISC	67	157	84	708	0	0	1	0	0	0	0	60	400	72	34	0	11
b-ORG	97	0	444	1309	0	0	12	1	0	0	0	51	426	198	30	52	2
b-PER	77	0	18	5665	2	0	3	8	4	0	0	205	264	125	8	0	0
i-LOC	0	0	0	4	47	0	19	98	4	0	0	74	128	5	0	0	0
i-MISC	0	0	1	115	2	20	56	112	6	0	0	268	407	2	0	0	0
i-ORG	6	0	2	366	4	0	286	195	18	0	2	662	722	48	0	10	0
i-PER	0	0	0	74	6	0	9	1064	2	0	0	121	274	16	0	0	0
l-LOC	0	0	0	28	0	0	3	0	181	0	9	804	156	116	7	0	0
l-MISC	0	0	0	10	0	0	7	0	17	134	23	892	375	51	1	0	0
l-ORG	0	0	0	41	0	0	10	0	32	4	392	1697	394	99	0	10	0
l-PER	0	0	0	83	0	0	1	7	74	1	16	7725	218	110	0	32	4
o	33	3	46	1234	1	0	71	158	12	0	12	2902	210697	962	44	19	23
u-LOC	44	0	37	497	0	0	3	1	15	0	6	794	2550	6469	188	8	116
u-MISC	2	0	15	309	0	0	0	0	0	0	1	436	2174	1137	324	1	47
u-ORG	11	0	145	481	0	0	6	1	0	2	45	469	2008	739	52	2001	193
u-PER	0	0	0	225	0	0	0	1	4	0	0	742	1707	762	58	70	459
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	39	0	14	110	0	0	1	0	0	0	0	6	31	35	3	0	0
B-MISC	13	24	18	133	0	0	0	0	0	0	0	8	68	8	5	0	2
B-ORG	16	0	99	231	0	0	1	0	0	0	0	9	54	25	2	8	0
B-PER	12	0	3	1115	0	0	0	0	1	0	0	32	42	19	1	0	0
I-LOC	0	0	0	1	0	0	3	0	0	0	0	15	7	0	0	0	0
I-MISC	0	0	0	22	0	0	9	0	1	0	0	50	33	0	0	0	0
I-ORG	1	0	1	58	0	0	41	0	5	0	0	108	66	12	0	7	0
I-PER	0	0	0	17	0	0	1	1	1	0	0	29	20	4	0	0	0
L-LOC	0	0	0	6	0	0	1	0	41	0	2	145	22	21	1	0	0
L-MISC	0	0	0	3	0	0	0	0	4	18	4	165	75	10	0	0	0
L-ORG	0	0	0	5	0	0	0	0	4	1	73	284	60	17	0	1	0
L-PER	0	0	0	5	0	0	0	0	17	0	4	1159	20	15	0	4	1
O	7	0	8	278	0	0	14	1	2	0	2	609	41647	176	7	3	5
U-LOC	0	0	7	63	0	0	0	0	3	0	2	116	306	1043	35	2	16
U-MISC	0	0	1	45	0	0	0	0	0	0	0	62	282	180	59	0	8
U-ORG	3	0	15	77	0	0	1	0	0	0	3	60	245	143	7	302	24
U-PER	0	0	0	26	0	0	0	0	1	0	0	109	255	120	11	11	71
f1:  (89.03858883999844, 53.816326530612244, 44.679769569637415, 48.82429179781522)
...training the model
Epoch: 1 Loss: 0.590379 Error: 0.150673 Time: 94.296258 seconds
Dev Err: 0.137697 Time: 6.388712 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	158	1	70	499	0	0	5	0	7	0	0	43	184	149	7	0	0
b-MISC	54	175	76	707	0	0	1	1	0	0	0	67	391	66	43	0	13
b-ORG	62	2	438	1381	0	0	11	0	0	0	0	46	420	151	26	80	5
b-PER	52	2	16	5538	0	0	4	15	4	0	0	390	278	74	6	0	0
i-LOC	0	0	0	10	44	0	31	98	10	0	0	52	131	3	0	0	0
i-MISC	0	0	0	78	2	36	71	119	6	0	0	289	386	2	0	0	0
i-ORG	10	0	4	347	4	2	265	241	15	0	4	766	615	36	0	12	0
i-PER	1	0	0	71	4	0	7	1097	3	0	0	119	236	22	0	6	0
l-LOC	0	0	0	21	0	0	10	0	210	0	18	784	140	116	2	2	1
l-MISC	0	0	0	6	0	0	18	0	26	142	14	924	341	37	2	0	0
l-ORG	0	0	0	19	0	0	8	0	34	4	427	1885	210	65	0	27	0
l-PER	0	0	0	62	0	0	0	5	80	4	10	7897	94	63	0	53	3
o	20	2	43	1180	3	4	60	208	15	10	10	4526	209326	672	47	53	38
u-LOC	26	0	39	510	0	0	0	1	11	1	1	1154	2551	6053	196	27	158
u-MISC	5	15	14	299	0	0	0	0	3	1	3	656	2053	994	329	4	70
u-ORG	13	1	194	438	0	0	9	1	0	3	54	563	1757	669	61	2179	211
u-PER	1	1	2	247	0	0	0	0	3	0	0	853	1636	647	59	80	499
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	39	0	14	111	0	0	0	0	2	0	0	8	29	34	2	0	0
B-MISC	10	26	19	130	0	0	0	0	0	0	0	9	67	10	7	0	1
B-ORG	13	1	96	241	0	0	1	0	0	0	0	5	52	23	2	10	1
B-PER	9	1	4	1087	0	0	1	0	1	0	0	62	45	14	1	0	0
I-LOC	0	0	0	1	0	0	5	0	2	0	0	11	7	0	0	0	0
I-MISC	0	0	0	12	0	2	10	0	0	0	0	56	34	1	0	0	0
I-ORG	2	0	1	55	0	1	40	2	2	0	0	118	62	9	0	7	0
I-PER	0	0	0	16	0	0	1	1	1	0	0	30	18	5	0	1	0
L-LOC	0	0	0	2	0	0	1	0	47	0	2	144	22	21	0	0	0
L-MISC	0	0	0	2	0	0	3	0	6	20	4	167	68	9	0	0	0
L-ORG	0	0	0	3	0	0	0	0	5	0	79	300	44	9	0	5	0
L-PER	0	0	0	5	0	0	0	0	17	2	2	1173	10	7	0	8	1
O	6	1	8	249	0	1	9	2	3	3	1	852	41467	137	7	8	5
U-LOC	0	0	5	66	0	0	0	0	1	0	0	169	318	972	34	5	23
U-MISC	0	2	1	45	0	0	0	0	2	0	1	90	276	148	58	1	13
U-ORG	4	0	11	72	0	0	1	0	0	0	2	76	232	124	8	321	29
U-PER	0	0	0	26	0	0	0	0	0	0	0	125	239	104	11	15	84
f1:  (88.6102566099451, 55.041568961841826, 43.747882073873264, 48.749173982818846)
...training the model
Epoch: 1 Loss: 0.583042 Error: 0.149510 Time: 94.720031 seconds
Dev Err: 0.140873 Time: 6.449175 seconds
