{'opt': 'adam', 'truncate': -1, 'feat': 'basic_seg_cap', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 300, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z', 'is_capital', 'isspace', 'wend', 'wstart']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  89
# of lbls:  17
(1079622, 89) (272309, 89)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 256391.778696 Error: 0.200156 Time: 136.234187 seconds
Dev Err: 0.376337 Time: 8.707991 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
i-ORG	0	0	7	556	7	0	301	333	6	0	1	521	489	94	0	6	0
i-PER	0	0	0	51	22	0	18	1171	0	0	0	135	145	24	0	0	0
l-LOC	0	0	0	21	0	0	2	0	189	2	7	871	83	128	1	0	0
l-MISC	0	0	0	19	0	0	7	0	31	77	62	906	268	137	0	0	3
l-ORG	0	0	0	40	0	0	50	1	34	0	307	1800	158	265	0	14	10
l-PER	0	0	0	47	0	0	8	7	47	0	20	7838	26	240	0	23	15
o	15	0	68	1365	3	4	76	402	10	0	18	1194	209470	3282	62	47	201
u-LOC	24	0	10	440	0	0	0	0	2	0	4	183	1073	8471	144	75	302
u-MISC	3	0	43	367	0	0	0	0	0	0	3	249	790	2486	321	7	177
u-ORG	14	1	157	363	0	0	10	0	0	0	0	191	1004	1860	54	2034	465
u-PER	0	2	0	212	0	0	0	1	0	0	1	339	911	1664	61	148	689
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	49	0	8	139	0	0	1	0	0	0	0	5	13	24	0	0	0
B-MISC	10	5	34	140	0	0	0	0	0	0	0	8	44	23	10	1	4
B-ORG	7	0	105	251	0	0	1	0	0	0	0	3	26	45	0	1	6
B-PER	8	0	4	1164	0	0	3	0	0	0	0	15	7	24	0	0	0
I-LOC	0	0	0	5	0	0	3	0	0	0	0	11	7	0	0	0	0
I-MISC	0	0	1	28	0	0	5	1	3	0	0	39	38	0	0	0	0
I-ORG	0	0	0	77	0	0	30	1	1	0	0	87	80	18	0	5	0
I-PER	0	0	0	9	0	0	0	1	0	0	0	33	25	5	0	0	0
L-LOC	0	0	0	3	0	0	0	0	38	1	1	159	18	19	0	0	0
L-MISC	0	0	0	3	0	0	3	0	8	16	5	163	56	25	0	0	0
L-ORG	0	0	0	3	0	0	7	0	7	0	60	283	37	45	0	3	0
L-PER	0	0	0	5	0	0	0	0	8	0	3	1167	2	34	0	4	2
O	3	0	10	304	0	1	13	0	3	0	4	228	41587	555	11	7	33
U-LOC	2	0	0	56	0	0	0	0	0	0	0	26	141	1296	22	11	39
U-MISC	1	0	6	47	0	0	0	0	0	0	1	35	102	370	48	1	26
U-ORG	3	0	35	53	0	0	2	0	0	0	0	26	134	284	8	276	59
U-PER	0	0	0	20	0	0	0	0	0	0	0	51	142	252	10	21	108
f1:  (89.46302714068767, 46.328754144955, 49.71196204676381, 47.96076828769922)
...training the model
Epoch: 1 Loss: 0.480917 Error: 0.132875 Time: 134.941708 seconds
Dev Err: 0.127139 Time: 8.739521 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	253	1	27	643	0	0	7	0	0	0	0	22	70	92	8	0	0
b-MISC	89	39	194	833	0	0	7	0	0	0	0	26	224	91	57	4	30
b-ORG	101	0	605	1454	0	0	14	0	0	0	0	7	168	182	20	31	40
b-PER	185	1	37	5983	0	0	24	0	0	0	0	56	25	68	0	0	0
i-LOC	0	0	0	42	74	1	38	133	0	0	0	28	63	0	0	0	0
i-MISC	3	0	2	223	15	16	136	170	0	1	0	128	294	1	0	0	0
i-ORG	14	0	30	631	18	0	418	291	1	0	0	343	510	62	0	3	0
i-PER	0	0	0	107	70	0	24	1123	0	0	0	81	144	17	0	0	0
l-LOC	0	0	0	24	0	0	0	0	209	1	10	858	78	121	1	2	0
l-MISC	0	0	0	16	0	0	5	0	31	103	59	871	276	148	0	0	1
l-ORG	0	0	0	36	0	0	28	0	57	3	363	1732	143	291	0	20	6
l-PER	0	0	0	70	0	0	10	5	153	0	34	7592	34	331	0	26	16
o	73	0	129	1414	9	5	84	242	13	1	14	698	209478	3686	72	66	233
u-LOC	18	1	31	376	0	0	1	0	9	0	15	175	1086	8511	162	63	280
u-MISC	11	1	39	245	0	0	3	0	0	0	7	236	720	2628	372	16	168
u-ORG	15	6	109	253	0	0	11	0	0	0	2	157	1182	1946	62	1856	554
u-PER	3	2	0	156	0	0	0	1	7	0	2	339	924	1695	49	157	693
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	63	0	2	136	0	0	2	0	0	0	0	4	12	19	1	0	0
B-MISC	15	8	33	149	0	0	1	0	0	0	0	6	39	13	8	1	6
B-ORG	18	0	116	243	0	0	2	0	0	0	0	1	25	28	1	4	7
B-PER	29	0	5	1158	0	0	6	0	0	0	0	8	9	10	0	0	0
I-LOC	0	0	0	9	0	0	4	0	0	0	0	6	7	0	0	0	0
I-MISC	0	0	1	36	0	0	18	0	0	0	0	21	39	0	0	0	0
I-ORG	2	0	3	87	0	0	42	0	0	0	0	61	85	17	0	2	0
I-PER	0	0	0	23	0	0	0	2	0	0	0	21	24	3	0	0	0
L-LOC	0	0	0	3	0	0	0	0	42	0	3	157	15	19	0	0	0
L-MISC	0	0	0	3	0	0	2	0	9	17	5	162	58	23	0	0	0
L-ORG	0	0	0	5	0	0	3	0	10	1	67	275	33	47	0	4	0
L-PER	0	0	0	9	0	0	1	0	24	0	6	1132	2	45	0	4	2
O	13	0	18	292	0	1	10	0	2	0	2	134	41588	634	14	10	41
U-LOC	1	0	4	51	0	0	0	0	2	0	2	26	147	1292	27	8	33
U-MISC	1	0	8	30	0	0	0	0	0	0	1	34	101	383	57	1	21
U-ORG	2	1	18	40	0	0	3	0	0	0	0	22	146	295	12	271	70
U-PER	1	0	0	18	0	0	0	0	1	0	0	55	145	251	7	21	105
f1:  (89.48249678750827, 44.92350486787204, 49.25449000338868, 46.989412430291765)
...training the model
Epoch: 1 Loss: 0.474140 Error: 0.130633 Time: 133.712551 seconds
Dev Err: 0.116632 Time: 8.731329 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	219	2	38	654	0	0	10	0	0	0	0	11	71	112	5	0	1
b-MISC	78	91	147	847	0	0	5	0	0	0	0	24	250	54	62	5	31
b-ORG	76	2	606	1558	0	0	8	0	0	0	0	7	163	109	12	45	36
b-PER	64	4	27	6093	0	0	44	3	1	0	0	51	27	58	0	4	3
i-LOC	0	0	0	28	67	1	63	137	2	0	0	22	59	0	0	0	0
i-MISC	0	0	5	158	10	9	236	156	1	0	7	111	296	0	0	0	0
i-ORG	3	0	52	415	8	0	826	254	26	0	6	205	461	49	0	15	1
i-PER	0	0	0	58	28	0	46	1190	0	0	0	88	133	17	0	6	0
l-LOC	0	0	0	15	0	0	12	0	267	0	34	778	88	82	0	26	2
l-MISC	0	0	1	21	0	0	12	0	70	104	107	797	285	94	0	8	11
l-ORG	0	0	0	36	0	0	49	0	110	4	579	1463	189	175	0	63	11
l-PER	0	0	0	51	0	0	7	13	151	1	51	7676	44	138	2	109	28
o	32	2	81	1335	7	4	206	306	20	0	33	711	210958	2013	84	126	299
u-LOC	34	3	16	359	0	0	2	0	13	0	2	153	1201	8083	193	187	482
u-MISC	8	0	31	318	0	0	0	0	0	0	6	209	870	2183	542	35	244
u-ORG	32	8	52	287	0	0	10	0	6	0	2	160	1062	1459	67	2395	613
u-PER	0	4	0	176	0	0	0	0	2	1	0	323	976	1460	62	180	844
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	55	1	6	143	0	0	2	0	0	0	0	1	12	19	0	0	0
B-MISC	14	16	21	155	0	0	1	0	0	0	0	5	43	9	10	1	4
B-ORG	14	0	108	265	0	0	1	0	0	0	0	1	27	14	0	9	6
B-PER	12	0	4	1174	0	0	9	0	0	0	0	9	6	9	0	1	1
I-LOC	0	0	0	6	0	0	9	0	0	0	0	4	7	0	0	0	0
I-MISC	0	0	1	23	0	0	32	1	0	0	1	19	38	0	0	0	0
I-ORG	1	0	6	48	0	0	99	2	6	0	1	37	80	11	0	8	0
I-PER	0	0	0	13	0	0	4	4	0	0	0	24	23	4	0	1	0
L-LOC	0	0	0	3	0	0	2	0	58	0	7	140	17	12	0	0	0
L-MISC	0	0	0	3	0	0	3	0	19	17	10	146	57	19	0	2	3
L-ORG	0	0	0	4	0	0	6	0	19	2	102	228	44	30	0	10	0
L-PER	0	0	0	5	0	0	0	0	26	0	6	1144	4	20	0	16	4
O	6	1	10	285	0	1	24	0	4	0	6	142	41860	341	13	22	44
U-LOC	1	0	1	50	0	0	0	0	4	0	0	21	147	1246	30	30	63
U-MISC	2	0	6	48	0	0	0	0	0	0	1	27	110	317	89	6	31
U-ORG	7	2	9	58	0	0	3	0	1	0	0	19	129	231	9	328	84
U-PER	0	1	0	18	0	0	0	0	0	0	0	49	147	216	10	26	137
f1:  (90.41119894085121, 49.68862667977712, 51.37241613012539, 50.51649450183272)
...training the model
Epoch: 1 Loss: 0.470206 Error: 0.129538 Time: 134.771333 seconds
Dev Err: 0.117286 Time: 8.713313 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	318	0	71	548	0	0	13	0	0	0	0	15	70	74	11	1	2
b-MISC	126	66	213	721	0	0	8	0	0	0	2	27	243	76	66	3	43
b-ORG	130	0	782	1205	0	0	14	0	0	0	0	9	213	192	12	7	58
b-PER	197	0	32	5957	0	0	33	3	1	0	0	52	27	69	2	3	3
i-LOC	0	0	0	21	77	0	91	112	0	0	0	18	60	0	0	0	0
i-MISC	1	0	8	145	21	4	197	144	2	0	1	167	299	0	0	0	0
i-ORG	19	0	26	340	23	1	767	272	19	0	17	273	472	85	0	7	0
i-PER	1	0	0	48	58	0	31	1183	0	0	0	93	126	23	0	3	0
l-LOC	0	0	0	15	0	0	7	0	301	0	43	756	80	86	5	10	1
l-MISC	0	0	1	13	0	0	17	0	85	105	117	794	265	106	0	0	7
l-ORG	0	0	0	12	0	0	37	0	79	4	530	1574	161	247	0	27	8
l-PER	0	0	0	19	0	0	9	12	223	0	72	7671	29	167	0	29	40
o	58	0	130	1077	10	4	178	316	21	0	34	1105	210600	2156	119	37	372
u-LOC	26	0	25	163	0	0	0	0	9	0	3	197	1126	8173	277	74	655
u-MISC	13	0	45	290	0	0	6	0	0	0	2	235	801	1963	762	8	321
u-ORG	36	2	85	142	0	0	13	1	6	0	8	233	1080	1589	104	1978	876
u-PER	1	0	0	96	0	0	0	2	2	2	1	364	952	1291	82	138	1097
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	75	0	9	122	0	0	3	0	0	0	0	2	13	12	2	0	1
B-MISC	28	8	33	130	0	0	2	0	0	0	1	5	42	9	12	1	8
B-ORG	23	0	141	206	0	0	2	0	0	0	0	1	36	28	0	0	8
B-PER	37	0	5	1148	0	0	6	0	0	0	0	8	7	12	0	1	1
I-LOC	0	0	0	3	0	0	12	0	0	0	0	4	7	0	0	0	0
I-MISC	0	0	1	25	0	0	23	1	0	0	0	26	39	0	0	0	0
I-ORG	3	0	1	46	0	1	96	1	5	0	2	45	77	17	0	5	0
I-PER	0	0	0	9	0	0	5	9	0	0	0	20	24	5	0	1	0
L-LOC	0	0	0	3	0	0	0	0	65	0	9	135	16	9	1	1	0
L-MISC	0	0	0	3	0	0	4	0	18	17	15	143	57	21	0	0	1
L-ORG	0	0	0	1	0	0	4	0	11	1	100	245	37	39	0	7	0
L-PER	0	0	0	2	0	0	1	0	39	0	11	1134	4	25	0	4	5
O	14	0	17	237	0	1	21	0	3	0	7	205	41792	376	22	9	55
U-LOC	3	0	3	21	0	0	0	0	2	0	0	27	150	1242	44	10	91
U-MISC	1	0	9	41	0	0	1	0	0	0	0	30	106	277	125	2	45
U-ORG	9	0	19	23	0	0	4	0	1	0	0	28	130	235	21	293	117
U-PER	0	0	0	9	0	0	0	0	0	1	0	52	148	184	14	19	177
f1:  (90.38199447062031, 50.758825470141865, 52.134869535750596, 51.437646272149784)
...training the model
Epoch: 1 Loss: 0.460759 Error: 0.127685 Time: 134.500492 seconds
Dev Err: 0.111704 Time: 8.717840 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	271	3	59	613	0	0	9	0	0	0	0	4	65	79	17	1	2
b-MISC	83	42	267	769	0	0	3	0	0	0	2	26	224	65	52	9	52
b-ORG	68	0	737	1391	0	0	10	0	0	0	0	5	159	156	43	2	51
b-PER	66	2	30	6116	0	0	24	5	0	0	0	54	18	57	0	4	3
i-LOC	0	0	0	27	71	3	46	134	0	0	0	29	69	0	0	0	0
i-MISC	0	1	4	176	24	7	153	160	5	1	6	127	325	0	0	0	0
i-ORG	8	0	24	465	12	3	629	284	17	1	14	267	519	69	0	8	1
i-PER	0	0	0	61	31	0	21	1213	0	0	0	82	137	18	0	2	1
l-LOC	0	0	0	15	0	0	4	1	269	1	38	772	83	99	11	10	1
l-MISC	0	0	0	17	0	0	7	0	66	95	103	792	307	108	0	3	12
l-ORG	0	0	0	20	0	0	40	1	56	7	590	1492	187	210	0	55	21
l-PER	0	0	0	15	0	0	8	8	125	1	54	7766	44	160	0	63	27
o	24	5	99	1072	5	4	111	228	12	1	41	518	211231	2221	161	97	387
u-LOC	11	2	17	149	0	0	0	0	10	0	2	91	1048	8402	359	77	560
u-MISC	2	2	34	260	0	0	5	0	0	0	1	194	713	1868	1038	31	298
u-ORG	21	5	111	161	0	0	10	0	0	0	8	142	895	1513	128	2369	790
u-PER	0	5	0	103	0	0	0	1	1	0	0	317	889	1407	80	180	1045
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	68	1	6	136	0	0	1	0	0	0	0	1	12	10	3	0	1
B-MISC	19	11	39	139	0	0	1	0	0	0	1	4	39	9	6	1	10
B-ORG	12	0	132	241	0	0	1	0	0	0	0	1	25	22	2	1	8
B-PER	10	0	5	1182	0	0	3	0	0	0	0	10	4	9	0	1	1
I-LOC	0	0	0	6	0	0	6	1	0	0	0	6	7	0	0	0	0
I-MISC	0	0	1	28	0	0	23	1	0	0	1	21	40	0	0	0	0
I-ORG	1	0	2	64	0	2	70	2	5	0	2	49	80	15	0	7	0
I-PER	0	0	0	16	0	0	1	9	0	0	0	18	25	4	0	0	0
L-LOC	0	0	0	3	0	0	0	0	56	0	9	139	16	14	2	0	0
L-MISC	0	0	0	3	0	0	2	0	15	19	9	148	60	20	0	1	2
L-ORG	0	0	0	3	0	0	4	0	9	0	104	236	37	38	0	11	3
L-PER	0	0	0	2	0	0	0	0	21	0	6	1151	2	30	0	11	2
O	4	1	15	233	0	1	12	1	2	0	10	99	41894	376	35	13	63
U-LOC	1	0	3	15	0	0	0	0	2	0	0	12	133	1281	57	10	79
U-MISC	0	0	4	35	0	0	1	0	0	0	0	27	94	274	157	8	37
U-ORG	2	2	19	28	0	0	3	0	0	0	2	15	108	235	23	340	103
U-PER	0	2	0	11	0	0	0	0	0	0	0	48	143	204	13	23	160
f1:  (90.79475098321717, 51.31410256410256, 54.252795662487294, 52.74254653269641)
...training the model
Epoch: 1 Loss: 0.457121 Error: 0.127137 Time: 134.084912 seconds
Dev Err: 0.117455 Time: 8.726501 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	315	7	47	588	0	0	12	0	0	0	0	10	61	71	11	1	0
b-MISC	162	152	165	700	0	1	6	0	0	0	0	17	212	88	47	4	40
b-ORG	148	0	733	1351	0	0	10	0	0	0	0	6	126	157	26	4	61
b-PER	75	5	29	6127	0	0	19	5	0	0	0	41	15	58	0	5	0
i-LOC	0	0	0	40	81	5	49	131	0	0	0	18	55	0	0	0	0
i-MISC	0	0	7	213	28	36	153	144	0	2	6	108	292	0	0	0	0
i-ORG	7	0	7	543	12	10	681	300	11	0	10	216	434	81	0	8	1
i-PER	0	0	0	83	24	1	22	1237	0	0	0	60	117	20	0	1	1
l-LOC	0	0	0	18	0	0	4	0	289	3	34	787	72	88	1	7	1
l-MISC	0	0	2	15	0	0	9	0	77	119	76	832	255	105	0	3	17
l-ORG	0	0	0	19	0	0	50	0	61	2	491	1652	120	230	1	36	17
l-PER	0	0	0	15	0	1	9	8	81	0	31	7894	19	130	0	50	33
o	33	3	110	1249	9	8	142	274	13	5	56	1217	209410	3030	150	113	395
u-LOC	18	7	24	180	0	0	0	0	9	0	12	157	873	8698	201	103	446
u-MISC	9	2	45	266	0	0	5	0	0	0	3	229	591	2325	701	34	236
u-ORG	48	7	99	130	0	0	10	0	5	0	6	171	699	1781	83	2329	785
u-PER	0	14	0	106	0	0	0	0	4	0	2	326	777	1566	49	152	1032
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	75	3	7	127	0	0	2	0	0	0	0	2	10	10	3	0	0
B-MISC	35	26	25	125	0	0	2	0	0	0	0	3	37	11	8	1	6
B-ORG	25	0	138	228	0	0	1	0	0	0	0	1	19	23	0	0	10
B-PER	15	1	4	1182	0	0	3	0	0	0	0	5	4	10	0	1	0
I-LOC	0	0	0	8	0	0	8	0	0	0	0	3	7	0	0	0	0
I-MISC	0	0	0	35	0	0	22	1	0	0	1	17	39	0	0	0	0
I-ORG	1	0	1	70	0	3	87	2	3	0	3	34	73	15	0	7	0
I-PER	0	0	0	18	0	0	1	12	0	0	0	14	23	5	0	0	0
L-LOC	0	0	0	3	0	0	0	0	62	1	7	140	15	10	0	1	0
L-MISC	0	0	0	4	0	0	2	0	16	18	9	151	56	19	0	1	3
L-ORG	0	0	0	3	0	0	7	0	10	0	86	257	34	37	0	9	2
L-PER	0	0	0	2	0	0	0	0	17	0	4	1164	2	22	0	9	5
O	7	1	17	259	0	1	12	0	1	0	9	199	41652	498	25	17	61
U-LOC	2	2	2	23	0	0	0	0	2	0	2	19	115	1321	32	12	61
U-MISC	1	0	9	37	0	0	1	0	0	0	1	29	74	343	105	8	29
U-ORG	13	2	13	21	0	0	3	0	1	0	0	15	79	262	17	348	106
U-PER	0	3	0	16	0	0	0	0	1	0	0	45	122	221	7	21	168
f1:  (90.42482769362564, 49.86880691464732, 54.74415452389021, 52.19287618124546)
...training the model
Epoch: 1 Loss: 0.454652 Error: 0.125859 Time: 133.926816 seconds
Dev Err: 0.116742 Time: 8.719514 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	303	3	33	624	0	0	12	0	0	0	0	11	60	65	12	0	0
b-MISC	139	138	104	813	0	0	4	1	0	0	0	31	203	61	55	4	41
b-ORG	99	1	636	1512	0	0	8	0	0	0	0	7	110	162	20	6	61
b-PER	37	3	22	6185	0	0	11	11	0	0	0	61	15	32	0	0	2
i-LOC	0	0	0	36	74	3	47	144	1	0	0	22	52	0	0	0	0
i-MISC	0	0	7	177	32	22	122	206	4	2	0	157	260	0	0	0	0
i-ORG	6	0	0	495	17	5	574	452	8	0	3	327	377	48	0	8	1
i-PER	0	0	0	63	12	0	11	1290	0	0	0	70	99	18	0	0	3
l-LOC	0	0	0	14	0	0	6	3	290	2	17	832	69	61	4	0	6
l-MISC	0	0	0	27	0	0	7	0	60	128	17	930	244	77	0	0	20
l-ORG	0	0	0	21	0	0	14	2	32	1	427	1881	114	134	0	29	24
l-PER	0	0	0	18	0	0	0	11	62	0	3	8044	16	36	0	16	65
o	20	5	73	1324	5	1	107	436	14	3	39	1862	209488	2185	124	41	490
u-LOC	23	9	16	248	0	0	0	0	10	0	11	203	791	8475	227	46	669
u-MISC	4	1	29	381	0	0	4	0	1	0	1	270	592	2016	773	31	343
u-ORG	44	9	71	199	0	0	7	0	0	0	3	195	653	1557	82	2321	1012
u-PER	0	7	0	117	0	0	0	2	0	0	0	337	714	1331	53	116	1351
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	73	1	4	135	0	0	2	0	0	0	0	2	10	9	3	0	0
B-MISC	28	23	15	146	0	0	1	0	0	0	0	7	34	9	9	1	6
B-ORG	13	0	118	261	0	0	1	0	0	0	0	1	17	24	0	1	9
B-PER	7	1	2	1193	0	0	2	2	0	0	0	10	4	4	0	0	0
I-LOC	0	0	0	7	0	0	7	1	0	0	0	4	7	0	0	0	0
I-MISC	0	0	1	28	0	0	20	4	0	0	0	26	36	0	0	0	0
I-ORG	1	0	0	62	0	2	80	12	2	0	1	49	71	12	0	7	0
I-PER	0	0	0	16	0	0	1	15	0	0	0	14	23	4	0	0	0
L-LOC	0	0	0	3	0	0	2	0	62	0	4	145	15	6	1	0	1
L-MISC	0	0	0	5	0	0	3	0	14	17	3	163	56	15	0	0	3
L-ORG	0	0	0	3	0	0	2	0	5	0	78	292	33	24	0	6	2
L-PER	0	0	0	3	0	0	0	0	9	0	1	1190	4	6	0	3	9
O	4	1	12	267	0	0	11	5	2	0	8	292	41692	362	19	8	76
U-LOC	2	3	2	30	0	0	0	0	3	0	2	24	98	1295	37	7	90
U-MISC	0	0	5	53	0	0	1	0	0	0	0	34	74	287	131	10	42
U-ORG	10	3	10	28	0	0	2	0	0	0	2	21	79	227	18	336	144
U-PER	0	2	0	13	0	0	0	0	0	0	0	44	114	189	11	18	213
f1:  (90.56500915073401, 52.019720101781175, 55.42189088444594, 53.66694011484824)
...training the model
Epoch: 1 Loss: 0.445184 Error: 0.124499 Time: 135.694797 seconds
Dev Err: 0.114987 Time: 8.716036 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	307	4	18	623	0	0	7	0	0	0	0	3	57	97	7	0	0
b-MISC	148	174	82	808	0	0	1	1	0	0	0	26	197	66	48	4	39
b-ORG	144	3	548	1510	0	0	7	0	0	0	0	7	138	177	15	16	57
b-PER	36	2	11	6187	0	0	6	10	0	0	0	61	18	42	3	3	0
i-LOC	0	0	0	44	79	5	20	146	2	0	0	29	54	0	0	0	0
i-MISC	0	0	3	222	30	41	75	185	8	2	2	154	267	0	0	0	0
i-ORG	6	0	0	603	17	13	475	378	13	0	1	318	430	56	0	8	3
i-PER	0	0	0	64	11	2	7	1272	0	0	0	82	105	21	0	0	2
l-LOC	0	0	0	18	0	0	4	1	298	0	5	813	75	90	0	0	0
l-MISC	0	0	0	29	0	0	5	0	78	129	22	906	249	77	0	2	13
l-ORG	0	0	0	37	0	0	6	3	43	3	431	1809	129	155	0	46	17
l-PER	0	0	0	24	0	0	0	12	50	1	4	8021	19	63	0	27	50
o	28	9	38	1378	8	8	48	395	21	1	13	1071	210112	2566	81	63	377
u-LOC	18	4	6	268	0	0	0	0	7	0	0	135	814	8784	147	58	487
u-MISC	16	2	24	464	0	0	4	0	2	0	0	191	642	2291	541	34	235
u-ORG	50	6	27	196	0	0	5	1	2	0	1	123	674	1692	54	2440	882
u-PER	0	5	0	132	0	0	0	3	0	0	0	272	720	1549	43	146	1158
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	73	0	3	135	0	0	1	0	0	0	0	0	10	15	2	0	0
B-MISC	28	26	12	148	0	0	0	0	0	0	0	6	36	9	7	1	6
B-ORG	24	1	96	260	0	0	1	0	0	0	0	1	26	24	1	1	10
B-PER	7	0	1	1191	0	0	1	2	0	0	0	10	5	6	1	1	0
I-LOC	0	0	0	11	0	0	1	0	1	0	0	6	7	0	0	0	0
I-MISC	0	0	0	34	0	2	12	2	2	0	0	26	37	0	0	0	0
I-ORG	1	0	0	77	0	1	63	7	4	0	0	51	74	13	0	7	1
I-PER	0	0	0	13	0	1	0	13	0	0	0	17	24	5	0	0	0
L-LOC	0	0	0	3	0	0	1	0	66	0	1	142	15	11	0	0	0
L-MISC	0	0	0	4	0	0	2	0	18	17	0	164	56	14	0	1	3
L-ORG	0	0	0	3	0	0	0	0	7	1	76	286	35	27	0	9	1
L-PER	0	0	0	3	0	0	0	0	7	0	1	1192	3	8	0	4	7
O	7	1	6	273	0	2	6	1	4	0	3	176	41773	428	11	14	54
U-LOC	3	1	1	35	0	0	0	0	1	0	0	18	102	1327	28	8	69
U-MISC	3	1	2	62	0	0	1	0	0	0	0	26	83	334	91	8	26
U-ORG	12	3	2	31	0	0	2	0	1	0	1	13	85	255	10	350	115
U-PER	0	2	0	15	0	0	0	0	0	0	0	39	112	226	8	19	183
f1:  (90.6097893384214, 50.91793503844343, 54.98136225008472, 52.87169042769856)
...training the model
